frame,det,da,lane,w_det,w_da,w_lane
b2d502aa-64d3e228,1,2,2,0.5,1.0,1.0
b2d502aa-ef17ffbd,2,0,0,1.0,0.25,0.25
b2d502aa-f0b28e3e,1,1,2,0.5,0.5,1.0
b2d502aa-f8382905,2,1,0,1.0,0.5,0.25
b2d502aa-f9141409,0,2,1,0.25,1.0,0.5
b2d83b7b-9627ff87,0,1,1,0.25,0.5,0.5
b2d8704e-66d10551,1,0,1,0.5,0.25,0.5
b2d8704e-9e7dddd6,0,0,1,0.25,0.25,0.5
b2d90c73-32ae0488,0,1,1,0.25,0.5,0.5
b2d9b817-9a617024,0,2,1,0.25,1.0,0.5
b2da7e9c-6fe28d5e,1,2,0,0.5,1.0,0.25
b2daf29d-6198754f,0,2,0,0.25,1.0,0.25
b2db41a2-721e0f4e,1,0,1,0.5,0.25,0.5
b2dbb793-305e0fc5,1,0,0,0.5,0.25,0.25
b2dbb793-9f0b2bec,0,1,2,0.25,0.5,1.0
b2dc7ea5-4a031fdd,2,2,0,1.0,1.0,0.25
b2ddae9c-9aafceae,1,2,1,0.5,1.0,0.5
b2dde0d9-1303a9ef,0,0,0,0.25,0.25,0.25
b2de6f59-9f74dea1,2,0,2,1.0,0.25,1.0
b2de938e-84eab379,0,2,1,0.25,1.0,0.5
b2de938e-a8430554,0,0,1,0.25,0.25,0.5
b2e2126b-0512426c,2,2,0,1.0,1.0,0.25
b2e2b2be-4142962b,1,1,2,0.5,0.5,1.0
b2e2f4ed-6ba045d0,2,0,1,1.0,0.25,0.5
b2e431b6-332c438d,2,0,1,1.0,0.25,0.5
b2e54795-0a58624f,1,0,0,0.5,0.25,0.25
b2e54795-0dc285dd,0,1,0,0.25,0.5,0.25
b2e54795-349f005b,2,2,0,1.0,1.0,0.25
b2e54795-601d2d78,0,0,1,0.25,0.25,0.5
b2e54795-698ce97f,0,1,2,0.25,0.5,1.0
b2e54795-6d4ef5f9,1,1,2,0.5,0.5,1.0
b2e54795-d8c2ba6d,0,0,2,0.25,0.25,1.0
b2e54795-db1f3bad,2,1,1,1.0,0.5,0.5
b2e63097-51c16783,1,1,0,0.5,0.5,0.25
b2e73518-547798ef,0,0,0,0.25,0.25,0.25
b2e96aa8-3624f23d,2,2,0,1.0,1.0,0.25
b2e96aa8-4d92cdf0,2,1,0,1.0,0.5,0.25
b2ea3465-78dea25f,2,0,2,1.0,0.25,1.0
b2ec68ce-d345784e,2,2,0,1.0,1.0,0.25
b2ed13f9-01b4dd4f,2,0,0,1.0,0.25,0.25
b2edfbf5-544c4e6e,1,0,2,0.5,0.25,1.0
b2edfbf5-e0fc7810,2,2,0,1.0,1.0,0.25
b2eed8fa-2694b15d,0,2,0,0.25,1.0,0.25
b2eed8fa-cf59a253,2,1,0,1.0,0.5,0.25
b2efc911-2ad925b4,0,0,0,0.25,0.25,0.25
b2f3d83a-1effdb49,2,2,0,1.0,1.0,0.25
b2f48fc3-0b8ff39a,1,0,0,0.5,0.25,0.25
b2f48fc3-eda0e217,0,0,2,0.25,0.25,1.0
b2f48fc3-f0ddacf0,2,0,2,1.0,0.25,1.0
b2f4a409-36a7d7c9,0,2,0,0.25,1.0,0.25
b2f4a409-5adcc4f0,1,2,0,0.5,1.0,0.25
b2f4a409-5ddff11a,0,2,2,0.25,1.0,1.0
b2f4a409-80dacf25,0,2,0,0.25,1.0,0.25
b2f4ebb7-ceaa12dc,2,0,0,1.0,0.25,0.25
b2f68bad-aa8f35d1,1,1,2,0.5,0.5,1.0
b2f6cc51-462c2887,0,1,1,0.25,0.5,0.5
b2f9cc9e-809f5cae,0,0,0,0.25,0.25,0.25
b2fa3e5f-8c4b06d0,2,0,1,1.0,0.25,0.5
b2fbc1aa-b6180041,2,0,1,1.0,0.25,0.5
b2fbf86d-d5de82a4,0,1,0,0.25,0.5,0.25
b2fc6d24-0af7cdca,0,2,2,0.25,1.0,1.0
b2fc7cb5-1635d64b,0,0,0,0.25,0.25,0.25
b2fe5d69-f31d4c9b,1,2,1,0.5,1.0,0.5
b2fed216-2e5c452d,0,2,1,0.25,1.0,0.5
b2ff6aba-fa4ac7d7,1,2,0,0.5,1.0,0.25
b3039ada-2ef2a725,0,2,2,0.25,1.0,1.0
b3048201-d86d9cd8,0,2,0,0.25,1.0,0.25
b305fc0b-ec8916d5,2,0,2,1.0,0.25,1.0
b3060c96-d2391b61,0,1,0,0.25,0.5,0.25
b3064012-5a01e51a,0,0,0,0.25,0.25,0.25
b306fb3f-178fca4e,0,0,1,0.25,0.25,0.5
b306fb3f-3118e8b6,0,1,0,0.25,0.5,0.25
b306fb3f-f02e46cc,0,2,1,0.25,1.0,0.5
b3079ec6-df7b2d92,2,2,2,1.0,1.0,1.0
b3091a27-aa7841b5,2,2,2,1.0,1.0,1.0
b30af183-3029b316,1,0,2,0.5,0.25,1.0
b30af183-e9209104,2,0,0,1.0,0.25,0.25
b30b460d-0e26bd8a,1,0,2,0.5,0.25,1.0
b30b460d-73d12a29,1,2,2,0.5,1.0,1.0
b30b460d-7a788684,0,1,0,0.25,0.5,0.25
b30b460d-9829fd26,2,0,2,1.0,0.25,1.0
b30b460d-f081f92b,0,0,0,0.25,0.25,0.25
b30ba07c-6692a0e3,2,2,1,1.0,1.0,0.5
b310be3f-c5d5e18c,2,1,2,1.0,0.5,1.0
b3110036-a32dc26e,1,0,0,0.5,0.25,0.25
b3121071-195ffbf7,0,2,2,0.25,1.0,1.0
b3121071-3dfa9124,1,0,0,0.5,0.25,0.25
b3121071-461523a5,1,0,2,0.5,0.25,1.0
b3121071-581b2755,0,2,2,0.25,1.0,1.0
b3121071-6b1e5be7,0,0,2,0.25,0.25,1.0
b3121071-afc8cca5,0,2,0,0.25,1.0,0.25
b3121071-b9d7694a,2,0,0,1.0,0.25,0.25
b3121071-c0fd88c4,0,0,2,0.25,0.25,1.0
b3121071-cac49b3a,2,1,1,1.0,0.5,0.5
b312dcb5-3c956847,2,0,1,1.0,0.25,0.5
b312dcb5-82c0d608,2,2,1,1.0,1.0,0.5
b312dcb5-ab4b0e08,1,1,0,0.5,0.5,0.25
b312dcb5-fbd7070b,1,0,0,0.5,0.25,0.25
b313a4dc-217f1233,2,1,2,1.0,0.5,1.0
b3154d05-86ce5ff2,0,0,1,0.25,0.25,0.5
b3154d05-8bc595ba,1,0,2,0.5,0.25,1.0
b3158519-23c9c58d,2,1,2,1.0,0.5,1.0
b3158519-6afea489,1,0,2,0.5,0.25,1.0
b3159650-0d7fbee8,2,1,1,1.0,0.5,0.5
b3159650-1ba75f9b,0,0,2,0.25,0.25,1.0
b315fa95-4aa651f8,0,1,0,0.25,0.5,0.25
b319b67e-b43ffc33,1,2,2,0.5,1.0,1.0
b31c98f7-a342fff6,0,2,2,0.25,1.0,1.0
b31cbddb-e2d8873f,0,1,0,0.25,0.5,0.25
b321c6b6-ab603d42,1,1,0,0.5,0.5,0.25
b3223c85-fccaf29d,0,0,1,0.25,0.25,0.5
b322412a-58073611,1,2,2,0.5,1.0,1.0
b322412a-b47af37f,0,1,2,0.25,0.5,1.0
b3248383-f66bbcc1,0,2,2,0.25,1.0,1.0
b325fe35-b59e4e91,2,0,2,1.0,0.25,1.0
b32661a1-57c937fe,2,1,1,1.0,0.5,0.5
b329fe7d-f06455d3,2,2,2,1.0,1.0,1.0
b32a9f8b-2b3d9894,1,1,0,0.5,0.5,0.25
b32f48c8-410503d5,0,0,1,0.25,0.25,0.5
b331b06b-83fd459b,2,1,2,1.0,0.5,1.0
b3321962-e23b25e3,2,2,0,1.0,1.0,0.25
b3329255-4a5988f8,1,0,1,0.5,0.25,0.5
b3329255-76b9bb88,0,0,0,0.25,0.25,0.25
b332df78-28a61de0,0,1,1,0.25,0.5,0.5
b332df78-6765dddc,0,0,1,0.25,0.25,0.5
b332df78-76e11eff,0,1,1,0.25,0.5,0.5
b332df78-970364e2,2,2,2,1.0,1.0,1.0
b332df78-d6228140,1,0,1,0.5,0.25,0.5
b332df78-d6c7dff7,1,2,1,0.5,1.0,0.5
b3339cd5-06f84bb3,1,0,1,0.5,0.25,0.5
b3343231-8fe3f2e2,0,1,2,0.25,0.5,1.0
b334b56d-1dd4b8ad,2,2,0,1.0,1.0,0.25
b334b56d-2ce33cd7,0,0,2,0.25,0.25,1.0
b334b56d-8296ef57,2,2,0,1.0,1.0,0.25
b334b56d-b82e26b5,0,0,0,0.25,0.25,0.25
b3363496-032f16bf,1,2,1,0.5,1.0,0.5
b3363496-9d8e32e7,1,0,1,0.5,0.25,0.5
b336bdb9-99780d3c,0,1,0,0.25,0.5,0.25
b336bdb9-ed5d2cc3,0,0,0,0.25,0.25,0.25
b3378e5e-9b684546,0,2,0,0.25,1.0,0.25
b3378e5e-b7593301,1,0,1,0.5,0.25,0.5
b3378e5e-e0df1ef5,0,0,1,0.25,0.25,0.5
b3386c15-1c922cea,1,2,1,0.5,1.0,0.5
b338efff-595690ba,0,2,1,0.25,1.0,0.5
b33a7e88-bc0eabcf,1,2,0,0.5,1.0,0.25
b33ced12-423ec0dc,2,2,1,1.0,1.0,0.5
b33ced12-5caa9205,1,1,2,0.5,0.5,1.0
b33ced12-c53391e6,0,0,1,0.25,0.25,0.5
b33ea6cb-3464fb13,1,1,0,0.5,0.5,0.25
b33ea6cb-8ef8b9c4,1,2,2,0.5,1.0,1.0
b33ea6cb-ddf24803,2,1,1,1.0,0.5,0.5
b33ec9f6-61139b0d,1,2,1,0.5,1.0,0.5
b3422c91-f0c36ed7,0,0,0,0.25,0.25,0.25
b3432539-8f9fc466,2,0,0,1.0,0.25,0.25
b3433dec-e7a93351,1,1,2,0.5,0.5,1.0
b344266e-2e034c1e,2,0,0,1.0,0.25,0.25
b3450139-9dcaced8,0,2,1,0.25,1.0,0.5
b3450498-dbbb787e,0,0,2,0.25,0.25,1.0
b3456910-6136f90e,1,1,2,0.5,0.5,1.0
b3456910-cf5fb475,2,0,0,1.0,0.25,0.25
b3467777-44b644dd,2,1,2,1.0,0.5,1.0
b3479da9-2d5165c5,2,1,0,1.0,0.5,0.25
b3488ceb-84e6ade1,1,2,0,0.5,1.0,0.25
b3497248-54bbe9be,1,2,2,0.5,1.0,1.0
b34b1b88-0f326921,1,1,1,0.5,0.5,0.5
b34b1b88-5bfe3b85,2,0,2,1.0,0.25,1.0
b34e373f-fb594a99,1,1,1,0.5,0.5,0.5
b350afdd-9c872c22,1,1,1,0.5,0.5,0.5
b352b7f5-276129f2,1,0,0,0.5,0.25,0.25
b352b7f5-c17c1c72,1,0,2,0.5,0.25,1.0
b355880f-7cb7ed1e,1,1,0,0.5,0.5,0.25
b355880f-9131b077,1,2,0,0.5,1.0,0.25
b3560f77-2bb7f40d,0,1,0,0.25,0.5,0.25
b3563bcf-1962e18d,1,2,0,0.5,1.0,0.25
b3565dc3-9d685e22,2,1,1,1.0,0.5,0.5
b3566b0e-f8e7b731,2,0,1,1.0,0.25,0.5
b3599e04-174421e4,0,2,1,0.25,1.0,0.5
b3599e04-2aa7d131,0,1,2,0.25,0.5,1.0
b3599e04-6f80b3b7,1,1,1,0.5,0.5,0.5
b35a415a-02526f57,0,1,1,0.25,0.5,0.5
b35c1016-4e29ef43,0,1,0,0.25,0.5,0.25
b35c1016-5a7c77ee,1,2,1,0.5,1.0,0.5
b35c8e3d-439b1b23,2,1,0,1.0,0.5,0.25
b35c8e3d-bc2c104b,0,2,1,0.25,1.0,0.5
b35c8e3d-f985138a,1,0,0,0.5,0.25,0.25
b35cfd7c-2d625033,2,0,0,1.0,0.25,0.25
b35cfd7c-33d93645,0,1,0,0.25,0.5,0.25
b35dac08-031e3f6f,1,0,2,0.5,0.25,1.0
b35dac08-396cde53,2,2,2,1.0,1.0,1.0
b35dac08-a80be8c5,2,2,1,1.0,1.0,0.5
b35f4a74-bd3dd74f,1,1,1,0.5,0.5,0.5
b362130a-d4f3a32a,1,0,2,0.5,0.25,1.0
b364b881-5dd3ec28,0,1,0,0.25,0.5,0.25
b366921d-956d220b,2,2,2,1.0,1.0,1.0
b36710b9-7f5e88a3,2,1,1,1.0,0.5,0.5
b3674f80-8070d692,2,2,0,1.0,1.0,0.25
b3683422-cce330a8,2,0,1,1.0,0.25,0.5
b368ee71-aba6eeef,2,1,0,1.0,0.5,0.25
b368ee71-c63152ff,1,0,0,0.5,0.25,0.25
b368ee71-cf27b7fa,1,2,0,0.5,1.0,0.25
b368ee71-e2f04304,0,1,1,0.25,0.5,0.5
b36a5c73-437be32a,2,1,0,1.0,0.5,0.25
b36a5c73-64eacfbf,2,1,2,1.0,0.5,1.0
b36a5c73-7985c3ec,1,2,0,0.5,1.0,0.25
b36a5c73-cf70561a,2,0,0,1.0,0.25,0.25
b36d14ea-eed9255b,0,1,1,0.25,0.5,0.5
b36de7af-08e5967a,1,0,0,0.5,0.25,0.25
b36de7af-887696f9,2,0,1,1.0,0.25,0.5
b36de7af-ca137216,2,1,2,1.0,0.5,1.0
b36e0178-0f46bca5,0,0,0,0.25,0.25,0.25
b36e0178-2037ca44,0,0,0,0.25,0.25,0.25
b36fcdfe-fd6585e0,2,0,2,1.0,0.25,1.0
b3709948-6e8ef33d,0,2,2,0.25,1.0,1.0
b371451e-7caf934b,2,1,0,1.0,0.5,0.25
b371dc0e-a5f4365f,1,2,1,0.5,1.0,0.5
b37385bd-9d5b76d4,0,0,0,0.25,0.25,0.25
b37693d0-cd9bdf88,2,1,1,1.0,0.5,0.5
b376c5c2-07a93591,1,0,0,0.5,0.25,0.25
b3770858-ea33d0dc,1,1,0,0.5,0.5,0.25
b3770858-fa8c241b,0,1,1,0.25,0.5,0.5
b378e452-3aa3d11d,1,2,1,0.5,1.0,0.5
b378e452-c639ce0f,1,0,1,0.5,0.25,0.5
b37b0528-92d07297,1,2,1,0.5,1.0,0.5
b37b9cf2-9d52b009,1,0,0,0.5,0.25,0.25
b37c1ca4-561ffad3,2,2,2,1.0,1.0,1.0
b37c2955-5f0aef70,1,1,2,0.5,0.5,1.0
b37c2955-66532a77,1,2,2,0.5,1.0,1.0
b37c5be2-b9164b91,2,0,0,1.0,0.25,0.25
b37c86c4-53f2f54c,2,2,1,1.0,1.0,0.5
b37cacf7-0d3ce003,2,1,2,1.0,0.5,1.0
b37d75bd-e971140f,2,1,1,1.0,0.5,0.5
b37dfad0-708bd5bb,2,1,1,1.0,0.5,0.5
b37e9cc3-cf8111d8,0,1,2,0.25,0.5,1.0
b37f2b89-44772e64,1,2,1,0.5,1.0,0.5
b37fcc2f-fa9beaf4,1,2,1,0.5,1.0,0.5
b380ae2f-afd868dc,1,0,0,0.5,0.25,0.25
b3810b68-42b78db3,0,1,2,0.25,0.5,1.0
b3815e24-b9565680,1,1,2,0.5,0.5,1.0
b3823cab-48611ba2,2,2,2,1.0,1.0,1.0
b3823cab-b88da702,1,0,1,0.5,0.25,0.5
b3826400-c03b5432,1,1,0,0.5,0.5,0.25
b3826fd8-774c2e0a,2,0,0,1.0,0.25,0.25
b3841888-101ea0f3,1,2,0,0.5,1.0,0.25
b3853f81-272f6c37,2,2,2,1.0,1.0,1.0
b38580a1-f26eb052,2,1,2,1.0,0.5,1.0
b385ecb1-7f38178b,1,2,2,0.5,1.0,1.0
b3865788-92f46f80,0,2,0,0.25,1.0,0.25
b386d34e-a6a9ea07,2,2,2,1.0,1.0,1.0
b3875c8d-cc4081eb,2,0,1,1.0,0.25,0.5
b388f9b2-55dbd56a,0,0,0,0.25,0.25,0.25
b388f9b2-a91718d0,0,1,0,0.25,0.5,0.25
b3899bec-df46f67b,0,2,0,0.25,1.0,0.25
b38b2b6a-77f9d5e5,1,2,0,0.5,1.0,0.25
b38b2b6a-cb374ce8,2,1,1,1.0,0.5,0.5
b38b4f98-0e8820b0,0,1,1,0.25,0.5,0.5
b38b8783-9cc1ad04,0,1,2,0.25,0.5,1.0
b38e631d-e2d95e18,2,0,1,1.0,0.25,0.5
b38f59d4-58f1cff8,0,2,1,0.25,1.0,0.5
b38f59d4-8dfeca9f,2,2,1,1.0,1.0,0.5
b38fb69e-5f5f73ae,2,1,0,1.0,0.5,0.25
b38fb69e-99642683,1,2,0,0.5,1.0,0.25
b3931c96-5417a573,1,2,1,0.5,1.0,0.5
b3933f83-a32ef4fd,1,0,1,0.5,0.25,0.5
b394dd7a-8901eb36,0,1,1,0.25,0.5,0.5
b394dd7a-db2b62a1,1,2,0,0.5,1.0,0.25
b394dd7a-fe45748a,0,0,1,0.25,0.25,0.5
b39519c6-7f66da0f,0,1,0,0.25,0.5,0.25
b39519c6-b3787b96,2,1,2,1.0,0.5,1.0
b39572b6-aa95db3d,0,1,1,0.25,0.5,0.5
b39572b6-ad240c2b,2,1,0,1.0,0.5,0.25
b3967d1b-0088ba4e,0,0,0,0.25,0.25,0.25
b3967d1b-2ff5c0ef,2,0,1,1.0,0.25,0.5
b3967d1b-5dbec492,0,2,2,0.25,1.0,1.0
b3969458-13fa5e0e,2,1,2,1.0,0.5,1.0
b3969458-7c67d658,2,2,0,1.0,1.0,0.25
b396946b-d29f75f9,1,1,0,0.5,0.5,0.25
b396e413-6c8191b9,0,0,1,0.25,0.25,0.5
b398327e-08f3a1f2,2,0,1,1.0,0.25,0.5
b398327e-3d2a2683,2,1,2,1.0,0.5,1.0
b398327e-f873cb8b,2,2,2,1.0,1.0,1.0
b398a52e-5d44ea66,0,0,0,0.25,0.25,0.25
b398e0fb-257cf424,0,1,0,0.25,0.5,0.25
b3990772-45bf6ad7,0,1,1,0.25,0.5,0.5
b3990aa9-4fb64582,1,0,2,0.5,0.25,1.0
b3990aa9-8adaa51a,0,1,2,0.25,0.5,1.0
b39dd7ca-a740454f,0,2,0,0.25,1.0,0.25
b39e8c78-f02c29c6,0,2,2,0.25,1.0,1.0
b39fe3cd-076e7ef7,0,1,2,0.25,0.5,1.0
b39fe3cd-12217985,0,0,2,0.25,0.25,1.0
b39fe3cd-183566f9,0,2,2,0.25,1.0,1.0
b39fe3cd-1eb875fa,1,1,0,0.5,0.5,0.25
b39fe3cd-227ff7a8,1,2,2,0.5,1.0,1.0
b39fe3cd-29b2a728,0,0,0,0.25,0.25,0.25
b39fe3cd-2a77c651,0,0,0,0.25,0.25,0.25
b39fe3cd-2b89090a,2,1,0,1.0,0.5,0.25
b39fe3cd-34b1611e,1,2,1,0.5,1.0,0.5
b39fe3cd-398678c5,1,0,2,0.5,0.25,1.0
b39fe3cd-553d15a3,1,1,0,0.5,0.5,0.25
b39fe3cd-65f6ed9d,2,2,2,1.0,1.0,1.0
b39fe3cd-d295442e,1,0,1,0.5,0.25,0.5
b39fe3cd-d5fb9508,1,2,2,0.5,1.0,1.0
b39fe3cd-f0d534c0,0,2,2,0.25,1.0,1.0
b39ffdda-b9a4ad33,0,2,1,0.25,1.0,0.5
b39ffdda-eec0cc38,2,0,1,1.0,0.25,0.5
b3a087a4-9d116610,2,1,2,1.0,0.5,1.0
b3a102ed-6ef54f5e,1,1,0,0.5,0.5,0.25
b3a1e72b-1f4b129d,0,0,2,0.25,0.25,1.0
b3a1e72b-f46924ca,1,2,2,0.5,1.0,1.0
b3a1e72b-f9a8ed50,0,1,0,0.25,0.5,0.25
b3a238e3-de6b8b86,1,2,0,0.5,1.0,0.25
b3a238e3-ede6d45d,1,1,1,0.5,0.5,0.5
b3a3d166-3a6a258d,1,1,1,0.5,0.5,0.5
b3a4cbbb-73f71148,1,1,1,0.5,0.5,0.5
b3a4cbbb-b67444d7,0,1,1,0.25,0.5,0.5
b3a58c04-e89d17a2,0,2,0,0.25,1.0,0.25
b3a6f586-21d97cce,0,2,1,0.25,1.0,0.5
b3a6f586-23d13c49,2,2,1,1.0,1.0,0.5
b3a6f586-3ea7e1ad,0,2,1,0.25,1.0,0.5
b3a72605-98b37492,1,2,0,0.5,1.0,0.25
b3a76bd5-4e7a1ce2,1,1,2,0.5,0.5,1.0
b3a7b21a-48bcf2b8,1,0,0,0.5,0.25,0.25
b3a84a0f-0fb529e1,1,1,2,0.5,0.5,1.0
b3a84a0f-61844c69,2,2,1,1.0,1.0,0.5
b3a87019-ba714074,1,1,2,0.5,0.5,1.0
b3a9281a-74ae5b60,0,0,2,0.25,0.25,1.0
b3a9281a-75473a1b,1,2,2,0.5,1.0,1.0
b3a9281a-8b4f26f1,2,1,0,1.0,0.5,0.25
b3a9281a-e8ba5d66,2,2,1,1.0,1.0,0.5
b3a94ee5-68ed7d65,1,2,0,0.5,1.0,0.25
b3a969fe-5181b89f,2,0,2,1.0,0.25,1.0
b3aacff1-967c15c1,1,2,0,0.5,1.0,0.25
b3acb0a1-f459ea19,1,0,1,0.5,0.25,0.5
b3ae380d-76bac333,1,0,2,0.5,0.25,1.0
b3ae7668-c78f47c8,1,2,2,0.5,1.0,1.0
b3b06694-627742e3,2,1,1,1.0,0.5,0.5
b3b0f7f7-c97288ca,1,1,2,0.5,0.5,1.0
b3b2ffbe-cd80cda8,0,1,0,0.25,0.5,0.25
b3b44b49-3af119e3,0,1,0,0.25,0.5,0.25
b3b44b49-7336e3ee,0,2,0,0.25,1.0,0.25
b3b4c0fe-2683b31e,1,2,2,0.5,1.0,1.0
b3b64b42-403091d9,1,2,0,0.5,1.0,0.25
b3b64b42-dab3c506,0,0,0,0.25,0.25,0.25
b3b8fce6-c67646a7,0,1,0,0.25,0.5,0.25
b3b94eea-b06bca81,2,1,0,1.0,0.5,0.25
b3b9ee6e-6d2617d1,0,0,0,0.25,0.25,0.25
b3bbc110-3ef16a61,0,0,1,0.25,0.25,0.5
b3bc36c8-03cb07d2,0,1,0,0.25,0.5,0.25
b3be4113-1fb56ec4,0,0,1,0.25,0.25,0.5
b3be4113-a7c6d89b,0,2,1,0.25,1.0,0.5
b3c0357a-10fef986,1,0,0,0.5,0.25,0.25
b3c0460d-33d7256d,1,1,1,0.5,0.5,0.5
b3c094d3-75cda540,1,0,0,0.5,0.25,0.25
b3c21bae-260d0b00,2,2,0,1.0,1.0,0.25
b3c26aff-417063a0,0,2,0,0.25,1.0,0.25
b3c26aff-63a0d7d6,2,0,1,1.0,0.25,0.5
b3c2f984-a6fb75a4,0,0,2,0.25,0.25,1.0
b3c39081-34b43a1c,1,2,1,0.5,1.0,0.5
b3c3f8ef-8f40dc74,0,1,1,0.25,0.5,0.5
b3c4e98b-0c191966,0,0,2,0.25,0.25,1.0
b3c4e98b-2788a3e8,2,2,0,1.0,1.0,0.25
b3c4e98b-8469f497,0,0,2,0.25,0.25,1.0
b3c4e98b-da58e181,1,0,1,0.5,0.25,0.5
b3c672a8-b7b886ae,2,2,1,1.0,1.0,0.5
b3c939e3-370d8f4a,0,1,0,0.25,0.5,0.25
b3c939e3-3fb7622a,1,0,1,0.5,0.25,0.5
b3c939e3-61fb6427,2,0,1,1.0,0.25,0.5
b3c9eef1-dcb3d0e7,0,1,1,0.25,0.5,0.5
b3cc736f-03134262,1,1,2,0.5,0.5,1.0
b3cc736f-7a7794c0,0,2,1,0.25,1.0,0.5
b3cc736f-b7a66149,2,1,1,1.0,0.5,0.5
b3cd4bfe-93377084,2,0,0,1.0,0.25,0.25
b3ce9f98-2b3d06d6,2,1,0,1.0,0.5,0.25
b3ce9f98-2dc52573,0,1,1,0.25,0.5,0.5
b3ce9f98-97451163,1,2,2,0.5,1.0,1.0
b3d0ccae-26380ab5,0,0,0,0.25,0.25,0.25
b3d0d68d-cc5961d6,1,1,1,0.5,0.5,0.5
b3d264b3-fbaef5ac,2,1,0,1.0,0.5,0.25
b3d4554c-86182e6e,2,1,2,1.0,0.5,1.0
b3d46fca-a69e8189,0,0,0,0.25,0.25,0.25
b3d46fca-a8bd9b5c,2,2,2,1.0,1.0,1.0
b3d46fca-dbf2af72,2,1,2,1.0,0.5,1.0
b3d54db3-9ac260a3,0,2,2,0.25,1.0,1.0
b3d67c06-57b140bf,1,2,1,0.5,1.0,0.5
b3d6c39a-07f81865,0,2,0,0.25,1.0,0.25
b3d6c39a-0a14df0d,1,0,1,0.5,0.25,0.5
b3d6c39a-7bb39a3a,0,1,0,0.25,0.5,0.25
b3d6c39a-a396c692,0,1,0,0.25,0.5,0.25
b3d6c39a-ecf305b3,1,1,2,0.5,0.5,1.0
b3da33d5-a64e7657,2,0,1,1.0,0.25,0.5
b3db60f1-533170c9,1,1,0,0.5,0.5,0.25
b3dc64cd-37f9c22d,1,1,1,0.5,0.5,0.5
b3dc64cd-705e7567,0,2,0,0.25,1.0,0.25
b3dd5345-15bbf8ed,1,2,2,0.5,1.0,1.0
b3dfa1f5-9f4eded2,0,1,2,0.25,0.5,1.0
b3e0345b-20d013f8,2,2,0,1.0,1.0,0.25
b3e0345b-69069f01,2,0,2,1.0,0.25,1.0
b3e0345b-ae566cbd,1,1,2,0.5,0.5,1.0
b3e08585-1fcf0877,1,1,1,0.5,0.5,0.5
b3e08585-3f5e6565,1,0,1,0.5,0.25,0.5
b3e08585-5cf240fb,0,1,0,0.25,0.5,0.25
b3e08585-cb03a2fb,0,1,0,0.25,0.5,0.25
b3e137e5-fe7ef981,0,2,0,0.25,1.0,0.25
b3e18480-118f9e2f,1,2,1,0.5,1.0,0.5
b3e18480-6c84e030,0,1,0,0.25,0.5,0.25
b3e2086f-4db03957,2,1,0,1.0,0.5,0.25
b3e2086f-d41fbd4d,1,0,0,0.5,0.25,0.25
b3e32b36-0ca66c00,1,2,0,0.5,1.0,0.25
b3e51564-d2ac524c,0,2,2,0.25,1.0,1.0
b3e65789-dfe0bc9e,2,2,1,1.0,1.0,0.5
b3e70fdd-e1df8660,0,2,0,0.25,1.0,0.25
b3e72283-34ebe4f5,0,2,0,0.25,1.0,0.25
b3e72283-584093dc,0,2,0,0.25,1.0,0.25
b3e72283-595c3576,0,1,0,0.25,0.5,0.25
b3e72283-d1f9593d,2,2,0,1.0,1.0,0.25
b3e72283-d9fc39b0,1,2,0,0.5,1.0,0.25
b3e74777-122e3878,1,2,0,0.5,1.0,0.25
b3e7bfdb-0ce50151,0,2,1,0.25,1.0,0.5
b3e83de5-c5e9dcca,1,0,2,0.5,0.25,1.0
b3e921ad-1fc43094,1,2,0,0.5,1.0,0.25
b3ea5e17-c67b7a7a,1,2,0,0.5,1.0,0.25
b3ea802a-8830eb32,1,2,1,0.5,1.0,0.5
b3ea802a-c689de9a,2,1,1,1.0,0.5,0.5
b3eafc22-1064ce9e,2,1,2,1.0,0.5,1.0
b3eb8895-e5b1e6df,2,1,0,1.0,0.5,0.25
b3ec8e38-41c64395,0,2,0,0.25,1.0,0.25
b3ee5ba2-6cc0565d,0,2,1,0.25,1.0,0.5
b3eede0e-f4585509,0,1,1,0.25,0.5,0.5
b3ef316c-2906f850,1,0,1,0.5,0.25,0.5
b3ef6557-e6709cd9,1,2,0,0.5,1.0,0.25
b3f0cdab-6712e58f,2,1,0,1.0,0.5,0.25
b3f0cdab-d5954c9a,0,1,0,0.25,0.5,0.25
b3f17367-d730de0b,1,1,0,0.5,0.5,0.25
b3f2fee7-1482dee6,0,2,2,0.25,1.0,1.0
b3f3c908-0ab1d376,0,2,2,0.25,1.0,1.0
b3f3c908-48568eda,1,0,2,0.5,0.25,1.0
b3f3c908-baffb699,0,1,0,0.25,0.5,0.25
b3f479a1-b85845b3,2,1,2,1.0,0.5,1.0
b3f59b98-e7f870e2,2,1,0,1.0,0.5,0.25
b3f603f2-4a80d188,2,2,1,1.0,1.0,0.5
b3f7c502-d89499e0,1,2,2,0.5,1.0,1.0
b3fbc6ad-4ee78a0d,2,0,0,1.0,0.25,0.25
b3fbc6ad-746053d9,2,0,0,1.0,0.25,0.25
b400b7f4-9c93e226,0,0,0,0.25,0.25,0.25
b401b6fa-a9a7f11d,0,2,0,0.25,1.0,0.25
b403b27c-37cac4b8,2,1,1,1.0,0.5,0.5
b40476bc-1397121a,2,1,1,1.0,0.5,0.5
